id,blog_date,blog_title,flag,social_media,post_text,post_date,blog_check,blog_conclusion,post_view,post_likes,post_comment,post_share,post_url,archive_url,blog_url,thumbnail
904,24/04/2024,: Camp karantina Tiongkok telah selesai dibangun,SALAH,Twitter,"Ini adalah ""mobile cabin hospital"" yang dibangun selama merebaknya wabah covid di China benerapa waktu lalu, bukan bangunan yang baru dibangun.
Sudah tidak digunakan lagi untuk karantina Covid. 🙏🏻
— ☠️ Specter ☠️ (@kamto_adi)",24/04/2024,,,0,0,0,0,https://turnbackhoax.id/2024/04/24/salah-camp-karantina-tiongkok-telah-selesai-dibangun,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/04/Desain-tanpa-judul_20240424_094647_0000-678x381.png
905,18/11/2024,Anies Dukung Muzakir Manaf-Fadhlullah di Pilkada Banda Aceh,SALAH,Twitter,"“Assalamu’alaikum Wr. Wb
Kami mendengar kabar tentang pasangan Muzakir Manaf dan Dek Fadh yang mendapatkan kesempatan di Pilkada Provinsi Aceh. InsyaAllah pasangan Muzakir Manaf dan Dek Fadh akan bisa membawa Aceh menjadi yang lebih maju, lebih baik, maju kotanya, bahagia warganya, dan berkah untuk semuanya. Terima kasih atas perhatiannya, Wassalamu’alaikum Wr, Wb”",18/11/2024,,,0,0,0,0,https://turnbackhoax.id/2024/11/18/salah-anies-dukung-muzakir-manaf-fadhlullah-di-pilkada-banda-aceh,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/11/I-678x381.jpg
906,20/01/2025,Prabowo Jemput Paksa Shin Tae-yong di Korea,SALAH,Twitter,TERBANG LANGSUNG KE KOREA!!DEMI TIMNAS LOLOS PIALA DUNIA PRESIDEN PRABOWO JEMPUT PAKSA SHIN TAE YONG,20/01/2025,,,0,0,0,0,https://turnbackhoax.id/2025/01/20/salah-prabowo-jemput-paksa-shin-tae-yong-di-korea,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/01/2-1-678x381.png
907,29/07/2025,Agustus 2025 Bakal Ada Gerhana Matahari Total,SALAH,Twitter,"“Pada tanggal 2 agustus 2025 dunia akan menjadi gelap di siang hari, yang melihat viti ini saya doakan akan selalu berada dibawah lindungan allah beserta keluarga tercinta ”",29/07/2025,,,0,0,0,0,https://turnbackhoax.id/2025/07/29/salah-agustus-2025-bakal-ada-gerhana-matahari-total,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/07/HEADER-Dark-Background-10-3-678x381.png
908,21/07/2025,Video “Fasilitas Rahasia Fordow Iran”,SALAH,Twitter,“IRAN KETAHUAN MEMBAGUN FASILITAS RAHASIA 60 SAMPAI 100 METER DIBAWAH GUNUNG FORDOW FUEL ENRICHMENT PLANT AMAN DARI SERANGAN PIHAK LUAR AWALNYA TERSEMBUNYI FORDOW AKHIRNYA DIAKUI SETELAH DITEKAN OLEH INTELIJEN AS DAN EROPA”,21/07/2025,,,0,0,0,0,https://turnbackhoax.id/2025/07/21/salah-video-fasilitas-rahasia-fordow-iran,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/07/HEADER-Dark-Background-28-678x381.png
909,26/09/2025,Massa Bakar Pom Bensin karena Kebijakan Pemerintah Motor Mati Pajak Tidak Boleh Isi Bensin,SALAH,Twitter,“Pom di bakar masa karena merasa jengkel dengan peraturan dan kebijakan pemerintah motor mati pajak gk boleh isi bensin”,26/09/2025,,,0,0,0,0,https://turnbackhoax.id/2025/09/26/salah-massa-bakar-pom-bensin-karena-kebijakan-pemerintah-motor-mati-pajak-tidak-boleh-isi-bensin,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/09/HEADER-Dark-Background-17-678x381.png
910,17/09/2025,Jokowi Tantang Demonstran untuk Datang ke Rumahnya,SALAH,Twitter,“Jokowi Cs Tantang Pendemo Pengecut Coba ke Rumah Saya kalau Berani Saya Akan Lawan” yang diklaim diterbitkan oleh Detik.com pada 29 Agustus 2025,17/09/2025,,,0,0,0,0,https://turnbackhoax.id/2025/09/17/salah-jokowi-tantang-demonstran-untuk-datang-ke-rumahnya,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/09/HEADER-Dark-Background-8-678x381.png
911,29/10/2024,Video Hizbullah Menyerang Pangkalan Zionis Israel,SALAH,Twitter,"“Boooommmm…..
Breaking:
Menyerang Pangkalan Zionis Israel dengan Rudal Terpandu dan Menyebabkan Kehancuran Total.
Menyala Hizbullah”",29/10/2024,,,0,0,0,0,https://turnbackhoax.id/2024/10/29/salah-video-hizbullah-menyerang-pangkalan-zionis-israel,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/10/image-88-678x381.png
912,02/12/2024,Dokumentasi “Awan Jatuh ke Permukaan Tanah”,SALAH,Twitter,"“Awan jatuh di area pertambangan”
“😱😱 Detik – Detik Awan Jatuh ☁️☁️☁️ Lokasi Murung Raya Kalimantan Tengah 📍”",02/12/2024,,,0,0,0,0,https://turnbackhoax.id/2024/12/02/salah-dokumentasi-awan-jatuh-ke-permukaan-tanah,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/12/video-awan-jatuh-wm-mafindo-678x381.png
913,24/10/2025,Louis Van Gaal Resmi Jadi Pelatih Timnas,SALAH,Twitter,"“’HAYE: DIA LAYAK DARIPADA KLUIVERT
VAN GAAL TERIMA TAWARAN TANGANI TIMNAS
JAIRO DINATURALISASI * REAKSI HAYE GIRANG
DIUMUMKAN PEKAN INI! Louis Van Gaal Resmi Jadi Pelatih Timnas, Haye & Riedewald Siap Bangkit”",24/10/2025,,,0,0,0,0,https://turnbackhoax.id/2025/10/24/salah-louis-van-gaal-resmi-jadi-pelatih-timnas,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/10/HEADER-Dark-Background-18-678x381.png
914,18/07/2025,Pendaftaran Loker Mayora Group Lewat Google Docs,SALAH,Twitter,“Saat Ini PT. Mayora Group Buka Lowongan Kerja Besar Besaran Di Banyak Posisi Untuk Semua Kalangan Terbaru.”,18/07/2025,,,0,0,0,0,https://turnbackhoax.id/2025/07/18/penipuan-pendaftaran-loker-mayora-group-lewat-google-docs,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/07/HEADER-Loker-Mayora-678x381.png
915,29/01/2025,Potret “Jokowi dan Presiden Kenya Rayakan Keberhasilan Usai Jadi Finalis Tokoh Terkorup”,SALAH,Twitter,"“JOKO WIDODO & WILLIAM RUTO PRESIDEN KENYA
Tengah Merayakan keberhasilan atas terpilihnya mereka berdua sebagai finalis Terkorup versi OCCRP”",29/01/2025,,,0,0,0,0,https://turnbackhoax.id/2025/01/29/salah-potret-jokowi-dan-presiden-kenya-rayakan-keberhasilan-usai-jadi-finalis-tokoh-terkorup,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/01/HEADER-Light-Background-4-678x381.png
916,14/11/2024,"Dua Hari Sebelum Lengser, Jokowi Ubah UU Dana Pensiun untuk Presiden",SALAH,Twitter,"“Jokowi 2 hari sebelum pensiun telah merubah Undang² Dana Pensiun untuk Presiden dan Wakil Presiden juga pejabat tinggi negara naik 6x lipat bgitu juga utk fasilitas dan tunjungan2nya diberikan seumur hidup untuk satu keluarga.
Gimana menurut-mu gaes ??”",14/11/2024,,,0,0,0,0,https://turnbackhoax.id/2024/11/14/salah-dua-hari-sebelum-lengser-jokowi-ubah-uu-dana-pensiun-untuk-presiden,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/11/WhatsApp-Image-2024-11-14-at-20.12.14-678x381.jpeg
917,29/08/2025,Video “Demo saat Upacara HUT ke-80 RI di Pati”,SALAH,Twitter,"“Mantap
Warga pati bukan merusak Acara sakral 17 Agustus Agar tahu kalau mereka Tidak butuh pemimpin arogan
Upacara di pati kini di rusak Oleh warga Upacara yang sakral saat sedang baca doa Malah ada yang demo dengan kendaraan menggeber geber di depan pemimpin Apa ga bingung tuh”",29/08/2025,,,0,0,0,0,https://turnbackhoax.id/2025/08/29/salah-video-demo-saat-upacara-hut-ke-80-ri-di-pati,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/08/HEADER-Dark-Background-34-678x381.png
918,07/08/2025,Iran Bikin Sayembara Berhadiah untuk Bunuh Trump dan Netanyahu,SALAH,Twitter,"“RESMI !!! IRAN MEMBUAT SAYEMBARA SENILAI 184,9 MILIAR, UNTUK YANG BISA MEMBUNUH DONALD TRUMP DAN BENJAMIN NETANYAHU.",07/08/2025,,,0,0,0,0,https://turnbackhoax.id/2025/08/07/salah-iran-bikin-sayembara-berhadiah-untuk-bunuh-trump-dan-netanyahu,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/08/HEADER-Light-Background-14-678x381.png
919,17/09/2025,PBB Keluarkan Timeline Intervensi Terhadap DPR Indonesia,SALAH,Twitter,"Timeline intervensi internasional:
Media asing shock: Gaji DPR 100 juta vs rakyat kelaparan,Dewan Keamanan PBB gelar sidang darurat, Tim PBB mendarat Jakarta, audit keuangan dimulai, DPR dinyatakan ILEGAL karena korupsi sistematis, 575 anggota dinyatakan korup, gedung disegel",17/09/2025,,,0,0,0,0,https://turnbackhoax.id/2025/09/17/salah-pbb-keluarkan-timeline-intervensi-terhadap-dpr-indonesia,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/09/image2-3-678x381.png
920,01/10/2025,Prabowo Copot Ratusan Orang Fraksi PDIP di DPR,SALAH,Twitter,"“g3ng b4nt3ng ken4 k4rm4
MEGAWATI PINGSAN!! PRABOWO COPOT 103 DPR FRAKSI PDIP!! GENG BANTENG KENA KARMA KARENA TOLAK UU PERAMPASAN ASET”",01/10/2025,,,0,0,0,0,https://turnbackhoax.id/2025/10/01/salah-prabowo-copot-ratusan-orang-fraksi-pdip-di-dpr,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/10/6262369180552644897-678x381.jpg
921,06/11/2025,Raja Yordania Ingatkan Prabowo agar Tak Kirim Pasukan ke Palestina,SALAH,Twitter,"“RAJA YORDANIA INGATKAN PRABOWO JANGAN KIRIM PASUKAN KE PALESTINA, JIKA INGIN INDONESIA AMAN DARI PENGINTAIAN MOSSAD ISRAEL.”",06/11/2025,,,0,0,0,0,https://turnbackhoax.id/2025/11/06/salah-raja-yordania-ingatkan-prabowo-agar-tak-kirim-pasukan-ke-palestina,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/11/HEADER-Dark-Background-2-678x381.png
922,19/02/2025,Erick Thohir Tunjuk Shin Tae-yong Gantikan Indra Sjafri Latih U-20,SALAH,Twitter,LOKAL PRIDE BUAT MALU!!ERIK TOHIR TUNJUK SHIN TAE YONG SEBAGAI PELATIH TIMNAS GANTIKAN INDRA SJAFRI,19/02/2025,,,0,0,0,0,https://turnbackhoax.id/2025/02/19/salah-erick-thohir-tunjuk-shin-tae-yong-gantikan-indra-sjafri-latih-u-20,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/02/6-678x381.png
923,03/10/2025,Gubernur Aceh Memutus Hubungan Dagang dengan Medan,SALAH,Twitter,“Akhirnya PANGLIMA MUZAKIR MANAF akan membuka pelabuhan di Aceh dan memutuskan hubungan dagang dengan Medan”,03/10/2025,,,0,0,0,0,https://turnbackhoax.id/2025/10/03/salah-gubernur-aceh-memutus-hubungan-dagang-dengan-medan,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/10/HEADER-Dark-Background-61-678x381.png
924,27/08/2025,Pasha Ungu Mengundurkan Diri dari DPR,SALAH,Twitter,"VIRAL !!!
Pasha Ungu mengundurkan diri menjadi anggota DPR RI
Pasha; saya tidak mau ikut-ikutan makan uang H4R4M Lebih baik mundur Demi rakyat yang saya Cintai",27/08/2025,,,0,0,0,0,https://turnbackhoax.id/2025/08/27/salah-pasha-ungu-mengundurkan-diri-dari-dpr,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/08/HEADER-Light-Background-7-678x381.png
925,17/06/2025,Video “Motor Meleleh karena Sinar Matahari”,SALAH,Twitter,"HATI HATI YA SAAT KALIAN PARKIR KENDARAAN JANGAN SAMPAI MOTOR KALIAN TERKENA PANAS SINAR MATAHARI LANGSUNG LOH, SEPERTI MOTOR INI KARENA KEPANASAN KULIT NYA PUN MELEPUH DAN MELELEH TEEBAKAR WAH BISA BEGINI YAA",17/06/2025,,,0,0,0,0,https://turnbackhoax.id/2025/06/17/salah-video-motor-meleleh-karena-sinar-matahari,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/06/HEADER-Light-Background-678x381.png
926,09/06/2025,Tautan Pendaftaran “Rekrutmen Program Literasi Nasional”,SALAH,Twitter,"“Open Rekrutmen Nasional Sosialisator Program Literasi Nasional 2025
Sesuai Domisili/Daerah kalian😊
silahkan isi data melalui link di di bawah👇
Pendaftaran Gratis Tidak Dipungut Biaya!!!”",09/06/2025,,,0,0,0,0,https://turnbackhoax.id/2025/06/09/penipuan-tautan-pendaftaran-rekrutmen-program-literasi-nasional,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/06/HEADER-Dark-Background-1-678x381.png
927,30/11/2024,Gaji UMR Dipotong PPN 12%,SALAH,Twitter,"“GAJI UMR DIPOTONG PPN 12%, BURUH SELURUH INDONESIA ANCAM MOGOK KERJA”",30/11/2024,,,0,0,0,0,https://turnbackhoax.id/2024/11/30/salah-gaji-umr-dipotong-ppn-12,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/11/Screenshot-1822-402x381.png
928,24/07/2025,Pendaftaran Undian Wondr BNI Berhadiah melalui Facebook,SALAH,Twitter,"“■ Khusus Nasabah Wondr BNI yang sudah mempunyai Wondr BNI . BNI Festival Berhadiah Hadir lagi jangan lewatkan kesempatan Anda untuk memenangkan hadiah undian Wondr BNI Berhadiah, Ayo buruan Daftar dan Raih hadiah menarik sebagai apresiasi dari Wondr Bni ingat nasabah tidak dipungut biaya apapun tinggal klik,
(DAFTAR SEKARANG) Dibawah.
WONDR by BNI BELIMPAH HADIAH
• 3 Unit Mobil Alphard
• 3 Unit Mobil BMW
• 3 Unit Mobil Pajero Sport
• 3 Unit Mobil CR-V Turbo
• 3 Unit Mobil Fortuner
• 3 Unit Mobil X Pander
• 3 Unit Mobil BRIO
• 15 Unit Motor Vespa
• 25 Unit Hp iPhone 15 Promax
• 15 Unit Rumah Gratis
• 25 Unit Umroh Gratis
#BeyondSuperAPP
#WondrBerhadiah #WondrJempolanBerhadiah #WondrSukha
#WondrBNIUndian
#RejekiWondrBNI”",24/07/2025,,,0,0,0,0,https://turnbackhoax.id/2025/07/24/penipuan-pendaftaran-undian-wondr-bni-berhadiah-melalui-facebook,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/07/HEADER-Undian-BNI-678x381.png
929,11/03/2025,Mobil Maung Garuda Isi Bensin di SPBU Shell,SALAH,Twitter,"“Fiix, tengok tuh si Maung putih RI. 1 isi BBM di Pom Kerang Kuning… Artinya otomatis Pertamina gak di akui…. 😜🆘👹👺💔📛
Sopeng wiwokthetok PenipuRakyat🇮🇩 mobil Prabowo saja isi bbm di pombengsin Shell”",11/03/2025,,,0,0,0,0,https://turnbackhoax.id/2025/03/11/salah-mobil-maung-garuda-isi-bensin-di-spbu-shell,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/03/HEADER-Dark-Background-678x381.jpg
930,21/06/2025,Penggeledahan Apartemen Mantan Menteri Pendidikan Nadiem Makarim,SALAH,Twitter,"“Penggeledahan apartemen mantan menteri pendidikan
Heboh..!!
NADIEM MAKARIEM
EKS KEMENDIKBUD
JADI DPO
KEJAGUNG KASUS
KORUPSI 9,9T”",21/06/2025,,,0,0,0,0,https://turnbackhoax.id/2025/06/21/salah-penggeledahan-apartemen-mantan-menteri-pendidikan-nadiem-makarim,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/06/stafsus-nm-HEADER-678x381.png
931,31/01/2024,BILLBOARD BERTULISKAN “CEASEFIRES ARE ANTI-SEMITIC”,SALAH,Twitter,"Yes all ceasefires
— Lord Bebo (@MyLordBebo)",31/01/2024,,,0,0,0,0,https://turnbackhoax.id/2024/01/31/salah-billboard-bertuliskan-ceasefires-are-anti-semitic,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/01/IMG_20240131_013758_540-678x381.jpg
932,09/10/2025,Pemerintah Resmi Hapus Pajak untuk Gaji di bawah 10 Juta,SALAH,Twitter,"“Sah Gaji dibawah Rp. 10 Jt bebas pajak
pajak nol! rakyat merdeka
Berita gembira..!!
Pemerintah resmi hapus pajak untuk gaji di bawah 10 juta
rakyat sora: pajak 0% hidup makin lega
Sama sama kita berdoa semooga negeri kita kembali merdeka Aamiin”",09/10/2025,,,0,0,0,0,https://turnbackhoax.id/2025/10/09/salah-pemerintah-resmi-hapus-pajak-untuk-gaji-di-bawah-10-juta,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/10/HEADER-Light-Background-10-678x381.png
933,25/10/2024,Deddy Corbuzier Promosikan Situs Judi “Sule Slot”,SALAH,Twitter,"“apakah kalian rela kena tangkap polisi karena nge slot seperti orang ini. Iya-iya, kejadian orang ini bisa menimpa kalian juga pemerintah kita baru-baru ini tegaskan untuk menangkap orang-orang kelas menengah ke bawah yang bermain slot untuk hal ini saya tidak setuju ya, padahal banyak kejahatan korupsi di negeri ini yang harus dibereskan, kenapa mereka lebih fokus menangkap. Orang-orang kecil hanya karena bermain slot, padahal banyak mafia besar di negeri ini mereka ini kan bermain slot untuk mencari uang sampingan, seharusnya kita menciptakan solusi bagi mereka, bukan makin kita mempersulitnya, saya dan Kang Sule di sini akan memberikan solusi untuk kalian semua dengan meresmikan situs milik saya dan Kang Sule, yakni Sule slot. Situs ini telah resmi dan diawasi BPS i badan pengawas slot Indonesia, maka kalian tidak perlu khawatir lagi ditangkap polisi karena bermain di situs resmi tentu di situs ini memiliki RT p 100%.”",25/10/2024,,,0,0,0,0,https://turnbackhoax.id/2024/10/25/penipuan-deddy-corbuzier-promosikan-situs-judi-sule-slot,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/10/image-80-678x381.png
934,26/11/2024,Hibah Miliaran Rupiah dari Kemenag untuk Lembaga Pendidikan,SALAH,Twitter,"“𝗣𝗲𝗺𝗲𝗿𝗶𝗻𝘁𝗮𝗵 𝗣𝗿𝗼𝘃𝗶𝗻𝘀𝗶 𝗣𝗮𝗽𝘂𝗮  𝗠𝗲𝗺𝗯𝗲𝗿𝗶𝗸𝗮𝗻 𝗕𝗮𝗻𝘁𝘂𝗮𝗻 𝗣𝗲𝗻𝗱𝗶𝗱𝗶𝗸𝗮𝗻 𝗕𝗲𝗿𝘂𝗽𝗮 𝗗𝗮𝗻𝗮 𝗛𝗶𝗯𝗮𝗵 𝘀𝗲𝗻𝗶𝗹𝗮𝗶 𝗥𝗽𝟴,𝟱 𝗠𝗶𝗹𝗶𝗮𝗿 𝗞𝗲𝗽𝗮𝗱𝗮 𝟭𝟱 𝗟𝗲𝗺𝗯𝗮𝗴𝗮 𝗣𝗲𝗻𝗱𝗶𝗱𝗶𝗸𝗮𝗻.
meliputi Perguruan Tinggi dan Yayasan Pendidikan guna membantu meningkatkan Sumber Daya Manusia (SDM) di daerah papua
𝐁𝐚𝐧𝐭𝐮𝐚𝐧 𝐝𝐚𝐧𝐚 𝐲𝐚𝐧𝐠 𝐝𝐢𝐛𝐞𝐫𝐢𝐤𝐚𝐧 𝐦𝐞𝐦𝐚𝐧𝐠 𝐬𝐚𝐧𝐠𝐚𝐭 𝐭𝐞𝐫𝐛𝐚𝐭𝐚𝐬 𝐝𝐚𝐧 𝐧𝐢𝐥𝐚𝐢𝐧𝐲𝐚 𝐫𝐞𝐥𝐚𝐭𝐢𝐟 𝐤𝐞𝐜𝐢𝐥, 𝐚𝐧𝐭𝐚𝐫𝐚 𝐫𝐚𝐭𝐚-𝐫𝐚𝐭𝐚 𝟓𝟎𝟎 𝐣𝐮𝐭𝐚 𝐡𝐢𝐧𝐠𝐠𝐚 𝟕𝟎𝟎 𝐣𝐮𝐭𝐚 𝐫𝐮𝐩𝐢𝐚𝐡”
𝗕𝗮𝗻𝘁𝘂𝗮𝗻 𝗱𝗮𝗻𝗮 𝗶𝗻𝗶 𝗱𝗶𝘀𝗮𝗹𝘂𝗿𝗸𝗮𝗻 𝗹𝗮𝗻𝗴𝘀𝘂𝗻𝗴 (𝗕𝗔𝗡𝗞 𝗕𝗜) 𝗸𝗲 𝗿𝗲𝗸𝗲𝗻𝗶𝗻𝗴  𝗣𝗲𝗻𝗲𝗿𝗶𝗺𝗮 𝗯𝗮𝗻𝘁𝘂𝗮𝗻 𝘁𝗲𝗿𝘀𝗲𝗯𝘂𝘁.”",26/11/2024,,,0,0,0,0,https://turnbackhoax.id/2024/11/26/penipuan-hibah-miliaran-rupiah-dari-kemenag-untuk-lembaga-pendidikan,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/11/Screenshot-2024-11-26-134520.png
935,11/05/2024,“KEHADIRAN PASUKAN RUSIA DI #GAZA DISAMBUT HANGAT DAN SUJUD SYUKUR OLEH RAKYAT PALESTINA”,SALAH,Twitter,“ALLAHU AKBAR ✊KEHADIRAN PASUKAN RUSIA DI #GAZA DISAMBUT HANGAT DAN SUJUD SYUKUR OLEH RAKYAT PALESTINA🇵🇸ALHAMDULILLAH ALLAH TIDAK TIDUR🤲,11/05/2024,,,0,0,0,0,https://turnbackhoax.id/2024/05/11/salah-kehadiran-pasukan-rusia-di-gaza-disambut-hangat-dan-sujud-syukur-oleh-rakyat-palestina,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/05/syria-X-gaza-03-678x381.png
936,31/07/2024,KEPEMILIKAN INDONESIA TERHADAP PT FREEPORT SEBESAR 90%,SALAH,Twitter,"Katanya Freeport 90% milik Indonesia.
Katanya hilirisasi nikel no 1 di dunia.
Tapi duitnya ke mana?
Kenapa APBN kita masih ngutang?
Kenapa rakyat dipajaki bertubi-tubi?
— Michel Adam (@MichelAdam7__)",31/07/2024,,,0,0,0,0,https://turnbackhoax.id/2024/07/31/salah-kepemilikan-indonesia-terhadap-pt-freeport-sebesar-90,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/07/Picsart_24-07-24_13-16-23-305-678x381.jpg
937,06/05/2024,“Seperti ini jadinya Indonesia kalau tidak dibenahi secepatnya”,SALAH,Twitter,"“Seperti ini nih…..jadinya bangsa Indonesia, klo tdk dibenahi secepatnya. Negara sdh genting dan mengerikn….Ksihn ank cucu kita……😭😭😭”",06/05/2024,,,0,0,0,0,https://turnbackhoax.id/2024/05/06/salah-seperti-ini-jadinya-indonesia-kalau-tidak-dibenahi-secepatnya,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/05/ggk-X-anak-cucu-06-678x381.png
938,14/10/2025,Tautan “Pendaftaran Kartu Prakerja dan Insentif Jutaan Rupiah”,SALAH,Twitter,"“Bergabung dengan Program Kartu Prakerja!
Belajar kapan saja, di mana saja, dapat sertifikat resmi, dan insentif tunai total Rp4.200.000.
Mudah, resmi, dan bermanfaat untuk masa depan Anda”",14/10/2025,,,0,0,0,0,https://turnbackhoax.id/2025/10/14/penipuan-tautan-pendaftaran-kartu-prakerja-dan-insentif-jutaan-rupiah,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/10/HEADER-Dark-Background-5-678x381.png
939,29/08/2025,Tautan Pendaftaran Lowongan Kerja Pegadaian 2025,SALAH,Twitter,“PT Pegadaian Membuka Lowongan Kerja Tahun 2025 untuk Beberapa Posisi. Pendaftaran dibuka mulai 1 Agusutus sampai 19 September 2025”,29/08/2025,,,0,0,0,0,https://turnbackhoax.id/2025/08/29/penipuan-tautan-pendaftaran-lowongan-kerja-pegadaian-2025,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/08/header-loker-pegadaian-678x381.png
940,07/01/2025,Tautan untuk Mengalihkan Peserta Umum BPJS Kesehatan ke PBI,SALAH,Twitter,"“Bagi yang mempunyai tunggakan BPJS 1 sampai 2 tahun, apakah bisa dialihkan ke BPJS gratis PBI? Tentu saja bisa. Yang belum tau caranya silakan bergabung ke group BPJS Kesehatan Melalui Link di bio profil ya,”",07/01/2025,,,0,0,0,0,https://turnbackhoax.id/2025/01/07/salah-tautan-untuk-mengalihkan-peserta-umum-bpjs-kesehatan-ke-pbi,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/01/3-678x381.jpg
941,28/08/2025,Ada Bantuan untuk TKI dari BP2MI Melalui WhatsApp,SALAH,Twitter,“SECARA RESMI PEMERINTAH INDONESIA MEMBERIKAN DANA BANTUAN KESEJAHTERAAN  KEPADA SELURUH TKI YANG SEDANG BERJUANG BEKERJA SEBAGAI PAHLAWAN DEVISA NEGARA,28/08/2025,,,0,0,0,0,https://turnbackhoax.id/2025/08/28/penipuan-ada-bantuan-untuk-tki-dari-bp2mi-melalui-whatsapp,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/08/IMG_0405-678x381.jpeg
942,14/12/2024,Dokumentasi “Ikan Bilih di Danau Singkarak Naik ke Daratan”,SALAH,Twitter,“detik-detik ikan bili keluar didanau Singkarak”,14/12/2024,,,0,0,0,0,https://turnbackhoax.id/2024/12/14/salah-dokumentasi-ikan-bilih-di-danau-singkarak-naik-ke-daratan,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2024/12/photo_2024-12-10_19-14-00_Watermarked-678x381.jpg
943,20/03/2025,Tautan Lowongan Kerja Amman Mineral Internasional,SALAH,Twitter,"LOWONGAN KERJA
PT AMMAN MINERAL INTERNATIONAL TBK
Senior Engineer
Metalurgist
Conventing Furnace
Supervisor
Field Technician
Operator
40 Posisi Lainya
CARA MELAMAR KLIK DAFTAR“",20/03/2025,,,0,0,0,0,https://turnbackhoax.id/2025/03/20/penipuan-tautan-lowongan-kerja-amman-mineral-internasional,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/03/HEADER-Light-Background-1-1-678x381.png
944,28/03/2025,Demonstrasi Pengesahan UU TNI #BubarkanDPRRI,SALAH,Twitter,"“Rakyat geram dengan pengesahan UU TNI,
Sementara pejabat² @DPR_RI pembuat keputusan yg melukai hati rakyat menutup mata dengan telinganya.
#BubarkanDPRRI”",28/03/2025,,,0,0,0,0,https://turnbackhoax.id/2025/03/28/salah-demonstrasi-pengesahan-uu-tni-bubarkandprri,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/03/demo-singkong-header-678x381.png
945,21/01/2025,Selvi Ananda Bagi-Bagi Uang Puluhan Juta Rupiah,SALAH,TikTok,"“Halo semuanya, Saya Selvi Ananda istri dari wakil presiden Gibran Rakabuming Raka. Berlimpahnya rezeki yang sudah diberikan kepada Saya. Hari ini Saya berbagi rezeki di akun tiktok yang baru ini, bagi siapa saja yang menemukan postingan ini saya kirim Rp20.000.000 langsung. Apabila anda sudah follow tekan tanda love dan panah. Ini berlaku bagi siapa saja dan dimana saja ya. Saya akan kirim asal digunakan amanah dengan keluarga anda.”",21/01/2025,,,0,0,0,0,https://turnbackhoax.id/2025/01/21/penipuan-selvi-ananda-bagi-bagi-uang-puluhan-juta-rupiah,,https://turnbackhoax.id/,https://turnbackhoax.id/wp-content/uploads/2025/01/WhatsApp-Image-2025-01-21-at-20.43.51-678x381.jpeg
